C,Db,D,Eb,E,F,Gb,G,Ab,A,Bb,B,chord
0.037140,0.081095,0.304828,0.176815,1.000000,0.138901,0.231996,0.099554,0.023833,0.038640,0.017434,0.101627,EMin7
0.059700,0.124651,0.115803,0.088647,0.423107,0.129792,0.325149,0.204407,0.226321,0.416421,0.067108,0.186585,A7
0.035128,0.320477,0.033448,0.057522,0.081547,0.077755,0.437914,0.082052,0.141682,0.075803,0.025883,0.026672,GbMin7
1.000000,0.069989,0.043676,0.209245,0.071648,0.174698,0.059887,0.179464,0.039936,0.027400,0.111430,0.081205,FMin7
0.397827,0.029062,0.074958,0.086643,0.049006,0.135862,0.066533,0.165589,0.133562,0.154194,0.514082,0.066595,Bb7
0.080312,0.040276,0.124786,0.111975,0.868451,0.108856,0.027933,0.055058,0.092337,0.564682,0.191947,0.062210,BbMaj7
0.093543,0.064013,0.056515,0.037583,0.069613,0.074700,0.024342,0.051501,0.190707,1.000000,0.116712,0.044173,A7
0.090627,0.124672,0.455954,0.090443,0.063919,0.026314,0.022265,0.028511,0.088146,0.484043,0.052312,0.044948,DMin7
0.607567,0.134398,0.164464,0.198544,0.050019,0.045716,0.038207,0.153896,0.036998,0.037892,0.116579,0.094810,CMin7
0.098835,0.043649,0.078899,0.307003,0.112494,1.000000,0.064776,0.182137,0.033508,0.150462,0.105831,0.027171,F7
0.116103,0.104100,0.329553,0.092710,0.085353,0.068971,0.025042,0.027613,0.063496,0.374311,0.046408,0.041388,DMin7
1.000000,0.114539,0.155498,0.077456,0.044870,0.140375,0.047849,0.059518,0.018452,0.041863,0.090644,0.081250,D7
0.028086,0.025415,0.179850,0.026809,0.039295,0.074560,0.094576,0.709378,0.097480,0.154920,0.066359,0.022832,GMin7
0.068792,0.031671,0.062232,0.304850,0.151384,1.000000,0.124859,0.224927,0.081323,0.022523,0.021612,0.013519,FMin7
0.254583,0.054318,0.104285,0.135498,0.080889,0.417075,0.119805,0.250374,0.158577,0.137707,0.292252,0.061827,Bb7
0.025486,0.032385,0.336662,0.031997,0.055608,0.111905,0.065585,0.445429,0.082776,0.153694,0.074618,0.027076,GMin7
0.636716,0.334417,0.198587,0.160207,0.131947,0.297604,0.237416,0.367786,0.147095,0.052579,0.058468,0.100088,FMin7
0.250652,0.697398,0.124895,0.096629,0.053037,0.116602,0.164233,0.126753,0.197920,0.043750,0.057352,0.054465,GbMaj7
0.708791,0.328724,0.164524,0.138688,0.081877,0.133853,0.099812,0.287431,0.106013,0.036854,0.042009,0.111799,FMin7
0.220080,0.345350,0.131658,0.214606,0.041500,0.069710,0.098930,0.323728,0.683496,0.088760,0.049216,0.059608,Db7
0.448469,0.321561,0.208516,0.104290,0.066395,0.107561,0.236353,0.576832,0.174056,0.063483,0.049285,0.077532,CMin7
0.296317,0.458138,0.161095,0.228540,0.045438,0.076073,0.093081,0.365321,0.616502,0.086628,0.052553,0.053517,DbMaj7
0.252024,0.167693,0.194205,0.080048,0.051025,0.080853,0.241605,0.711313,0.129958,0.051120,0.043151,0.035455,CMin7
0.185404,1.000000,0.135478,0.049169,0.051594,0.331586,0.124613,0.167923,0.180400,0.067399,0.068736,0.065972,BbMin7
0.132257,1.000000,0.086500,0.030906,0.043575,0.271195,0.069230,0.124264,0.092011,0.030793,0.031355,0.051997,DbMaj7
0.282475,0.182364,0.194485,0.173689,0.420744,0.311287,0.504189,0.258686,0.099488,0.098852,0.114355,0.270176,EMin7
0.708267,0.142502,0.196639,0.092033,0.135085,0.189940,0.173442,0.271273,0.062749,0.077125,0.066919,0.137423,FMaj7
0.335506,0.157524,0.168417,0.106112,0.222087,0.134548,0.357638,0.182362,0.065738,0.060095,0.132299,0.455701,EMin7
0.180720,0.130935,0.281121,0.076324,0.090382,0.107707,0.486209,0.784566,0.141860,0.058470,0.056475,0.122611,C7
0.290479,0.227697,0.124365,0.095051,0.163924,0.243729,0.626811,0.201142,0.078029,0.053496,0.097343,0.275349,BMin7
0.435726,0.222550,0.260459,0.075817,0.101462,0.098367,0.343778,0.558004,0.112022,0.057368,0.053250,0.126339,CMaj7
0.106133,0.207890,0.072143,0.050480,0.091544,0.227859,0.693440,0.148959,0.054370,0.038082,0.036824,0.071901,BMin7
0.726366,0.106539,0.047183,0.044801,0.311828,0.157727,0.351591,0.198009,0.073317,0.046263,0.059575,0.095157,AMin7
1.000000,0.110314,0.026556,0.029565,0.306472,0.092477,0.160863,0.063463,0.020256,0.024118,0.050997,0.111496,CMaj7
0.148618,0.208439,0.204114,0.479119,0.362841,0.584899,0.267130,0.090054,0.107392,0.140953,0.293303,0.101514,EbMin7
0.138991,0.175996,0.111143,0.191226,0.239505,0.205413,0.398226,0.058631,0.090354,0.073050,0.173132,0.583582,EMaj7
0.145003,0.171208,0.139956,0.300562,0.159642,0.387820,0.209988,0.071604,0.066167,0.150892,0.448397,0.155714,EbMin7
0.154780,0.294998,0.060029,0.083656,0.128120,0.421431,0.783275,0.155219,0.067641,0.090767,0.183150,0.305284,B7
0.248126,0.127548,0.109040,0.159407,0.276306,0.672578,0.225087,0.074596,0.063016,0.103597,0.199435,0.136570,BbMin7
0.195178,0.274464,0.075161,0.076054,0.108276,0.369782,0.749563,0.121077,0.076286,0.066847,0.109284,0.206561,BMaj7
0.238790,0.084510,0.067878,0.120040,0.241803,0.729122,0.126441,0.044972,0.038203,0.051899,0.084420,0.046118,BbMin7
0.129915,0.111928,0.085169,0.357744,0.208685,0.249794,0.227427,0.077430,0.076008,0.055703,0.130733,0.891455,AbMin7
0.102983,0.049856,0.048410,0.272158,0.087055,0.183909,0.101911,0.020540,0.027124,0.049821,0.137452,1.000000,BMaj7
0.256518,0.573751,0.322118,0.191856,0.144905,0.133534,0.318867,0.259200,0.394733,0.195647,0.058874,0.077469,GbMin7
0.135229,0.298148,0.695114,0.120333,0.121863,0.067872,0.137192,0.156901,0.139163,0.157171,0.040593,0.078724,GMaj7
0.225756,0.713135,0.286297,0.155507,0.127989,0.094775,0.165698,0.102063,0.306618,0.108917,0.032001,0.031238,GbMin7
0.124989,0.230269,0.252639,0.126975,0.215996,0.057588,0.082444,0.085532,0.407647,0.741256,0.089711,0.048641,D7
0.209568,0.499321,0.348627,0.228332,0.114328,0.092842,0.147603,0.235202,0.582356,0.166127,0.058785,0.051071,DbMin7
0.139432,0.301836,0.510247,0.173593,0.222620,0.051295,0.080308,0.082995,0.367149,0.534834,0.083121,0.058001,DMaj7
0.167767,0.366171,0.179606,0.197237,0.080861,0.052431,0.074116,0.207223,0.651150,0.119157,0.043717,0.036309,DbMin7
0.097986,0.268448,0.938146,0.123782,0.052758,0.062489,0.240017,0.120969,0.220550,0.209076,0.066360,0.069409,BMin7
0.069392,0.196119,1.000000,0.081507,0.032376,0.037014,0.240017,0.082723,0.154560,0.087996,0.023776,0.032331,DMaj7
0.103579,0.248101,0.667482,0.276532,0.146308,0.107451,0.139185,0.272283,0.214732,0.419164,0.183816,0.060924,GMin7
0.112523,0.157255,0.348505,0.620275,0.105135,0.102476,0.066231,0.123988,0.126616,0.119662,0.246018,0.042560,AbMaj7
0.082619,0.218366,0.727415,0.288699,0.115518,0.084558,0.075800,0.134895,0.095469,0.276181,0.091011,0.026833,GMin7
0.088666,0.142727,0.278312,0.292660,0.132235,0.251560,0.052859,0.089684,0.084082,0.393444,0.778346,0.108588,Eb7
0.090729,0.203209,0.481435,0.329174,0.209126,0.085316,0.070286,0.115694,0.203512,0.587390,0.139233,0.045657,DMin7
0.093518,0.153587,0.326937,0.501272,0.177762,0.217855,0.047318,0.072941,0.074249,0.295277,0.565011,0.067558,EbMaj7
0.089808,0.222092,0.536614,0.218521,0.225034,0.085592,0.063444,0.083710,0.184059,0.620281,0.093138,0.037647,DMin7
0.092427,0.093643,0.252922,1.000000,0.124063,0.051419,0.044485,0.213405,0.097514,0.149959,0.131346,0.049771,CMin7
0.028382,0.062723,0.174548,1.000000,0.077925,0.024387,0.025843,0.197609,0.069636,0.136635,0.067194,0.015928,EbMaj7
0.302113,0.021288,0.060478,0.030454,0.821536,0.105294,0.016618,0.016708,0.018943,0.262152,0.012370,0.022602,DMin7
0.526053,0.019296,0.040900,0.136548,0.017489,0.028824,0.025649,0.434427,0.201551,0.066905,0.215860,0.035171,Bb7
0.050682,0.011724,0.295902,0.028574,0.318102,0.015763,0.037014,0.535609,0.049383,0.147181,0.041298,0.089758,AMin7
0.020516,0.029472,0.548155,0.074595,0.004449,0.008975,0.026140,0.883817,0.030288,0.037634,0.675021,0.026623,CMin7
0.022876,0.069610,0.031630,0.802366,0.068673,0.016986,0.024527,0.022455,0.294671,0.015613,0.032743,0.165985,DbMin7
0.019195,0.036018,0.259297,0.016584,0.020518,0.027481,0.390495,0.168506,0.056580,0.202330,0.041223,0.564784,A7
0.011837,0.327882,0.025398,0.271458,0.013645,0.035405,0.585356,0.073548,0.096260,0.050400,0.094715,0.044340,AbMin7
0.023435,0.416824,0.032802,0.003814,0.010380,0.030416,0.918565,0.036226,0.026607,0.222528,0.019932,0.019388,BMin7
0.065965,0.035633,0.788919,0.054534,0.018286,0.020185,0.020623,0.211048,0.016909,0.025907,0.197786,0.025135,CMin7
0.034799,0.231023,0.019814,0.019795,0.025296,0.363519,0.125009,0.066435,0.257591,0.046372,0.549700,0.022082,Ab7
0.360638,0.029208,0.290414,0.016267,0.033529,0.513474,0.073740,0.206591,0.056403,0.068569,0.041856,0.013770,GMin7
0.528463,0.033421,0.003536,0.011992,0.027038,0.841321,0.043124,0.037196,0.715552,0.041769,0.027309,0.025083,BbMin7
0.027426,0.276470,0.023606,0.071526,0.036032,0.752756,0.063334,0.016122,0.024983,0.021140,0.277227,0.011403,EbMin7
0.034607,0.572069,0.018473,0.033513,0.229863,0.015792,0.032652,0.022471,0.373570,0.112865,0.049993,0.187541,B7
0.116635,0.037855,0.010735,0.247900,0.020793,0.320940,0.012121,0.030373,0.575407,0.061239,0.118326,0.043521,BbMin7
0.016980,0.023396,0.024414,0.491159,0.044643,0.003635,0.009465,0.026056,0.926306,0.030082,0.025018,0.245370,DbMin7
0.012675,0.023308,0.300414,0.022991,0.072766,0.030470,0.741385,0.060499,0.018633,0.032314,0.023675,0.333593,EMin7
0.257144,0.040319,0.551719,0.017255,0.027917,0.282415,0.019047,0.031629,0.024117,0.376572,0.122565,0.056448,C7
0.042336,0.129139,0.041165,0.009531,0.145113,0.016708,0.316136,0.010482,0.031421,0.610364,0.063260,0.162761,AMin7
0.544964,0.023504,0.027322,0.029605,0.479882,0.055513,0.004781,0.009842,0.024914,0.925023,0.029639,0.032375,CMin7
0.011748,0.338776,0.973911,0.193574,0.501151,0.108041,0.306972,0.204665,0.085480,0.227744,0.194247,0.577727,EbMin7
0.301262,0.845351,0.057836,0.121236,0.007399,0.077232,0.210365,0.307911,0.881970,0.127494,0.463689,0.521248,GMin7
0.212040,0.553184,0.059837,0.145353,0.115154,0.046923,0.122039,0.034832,0.092670,0.009993,0.331055,0.991531,CMin7
0.281370,0.014520,0.052291,0.122039,0.304986,0.830309,0.083245,0.231262,0.269833,0.291839,0.820669,0.117522,EMin7
0.262095,0.264511,0.080903,0.204116,0.018224,0.047316,0.035028,0.357287,0.963120,0.331616,0.890054,0.120323,AMin7
0.571075,0.403507,0.966131,0.153862,0.486605,0.614337,0.310745,0.880716,0.150870,0.321170,0.055481,0.212972,DbMin7
0.386654,0.944190,0.227779,0.519816,0.079279,0.142754,0.024427,0.080731,0.174301,0.218565,0.567685,0.017823,DMin7
0.566175,0.023838,0.041887,0.002265,0.033114,0.081769,0.372150,0.951296,0.146809,0.597610,0.588287,0.261019,GbMin7
0.541938,0.032455,0.058558,0.043479,0.033658,0.080939,0.027676,0.059049,0.020397,0.398916,0.993346,0.234687,BMin7
0.023035,0.054786,0.103978,0.309452,0.781381,0.053227,0.122516,0.107952,0.300929,0.751040,0.057017,0.102268,EbMin7
0.214076,0.049935,0.105911,0.015082,0.028810,0.025729,0.310034,0.720845,0.387121,1.000000,0.088515,0.199556,AbMin7
0.413631,0.734496,0.155446,0.545658,0.606030,0.403007,0.921049,0.101139,0.134926,0.056149,0.282458,0.653891,CMin7
0.961603,0.252099,0.565798,0.112650,0.230381,0.035345,0.144554,0.291178,0.260033,0.623979,0.021475,0.397826,DbMin7
0.055477,0.038530,0.002484,0.021569,0.051624,0.370373,0.941747,0.141864,0.573743,0.640183,0.322863,0.700064,FMin7
0.032348,0.037942,0.033023,0.036505,0.074096,0.033940,0.068632,0.020688,0.401519,0.997562,0.263098,0.605169,BbMin7
0.057762,0.105268,0.324970,0.693164,0.058548,0.067683,0.025688,0.297766,0.733291,0.153354,0.319151,0.017552,DMin7
0.069412,0.127055,0.027875,0.047190,0.037315,0.406912,0.969580,0.398057,0.862823,0.122886,0.291526,0.330009,GMin7
0.941258,0.157593,0.504164,0.614385,0.339984,0.717564,0.093826,0.131295,0.059827,0.282792,0.624845,0.537854,BMin7
0.222429,0.565580,0.012122,0.401457,0.967606,0.205288,0.467895,0.071807,0.133677,0.026750,0.105505,0.253109,FMin7
0.520567,0.372961,0.299637,0.646880,0.031760,0.053830,0.002594,0.024634,0.060704,0.385720,0.957659,0.150784,AMin7
0.390116,0.985180,0.200838,0.463324,0.042567,0.161430,0.142746,0.048895,0.101839,0.031180,0.057604,0.010199,DMin7
0.815802,0.070259,0.146269,0.006128,0.036471,0.079802,0.336795,0.816724,0.061790,0.089541,0.042117,0.328644,GbMin7
0.999905,0.097624,0.369181,0.380289,0.077162,0.157325,0.016951,0.031037,0.023262,0.382668,0.821703,0.389275,BMin7
0.055935,0.192619,0.428204,0.478610,0.893164,0.199303,0.681334,0.595966,0.316749,0.712342,0.099407,0.175319,EbMin7
0.018942,0.023464,0.006457,0.039496,0.010115,0.094865,0.015990,0.032247,0.973801,0.079266,0.311805,0.056352,BbMin7
0.093115,0.110851,0.011050,0.070588,0.007659,0.006208,0.192609,0.047578,0.967284,0.048476,0.379980,0.865486,BbMaj7
0.085337,0.040314,0.026993,0.491120,0.694726,0.045539,0.114375,0.040148,0.923397,0.054793,0.102060,0.739345,EMaj7
0.032477,0.217496,0.018450,0.105633,0.023238,0.303273,0.072709,0.035455,1.000000,0.064735,0.239626,0.026010,EbMin7
0.016030,0.115237,0.041530,0.477854,0.044361,0.052161,0.229066,0.036289,0.447578,0.061841,0.778588,0.241372,AbMin7
0.025108,0.012852,0.011207,0.013286,0.009979,0.075481,0.034418,0.034599,0.908257,0.088343,0.315147,0.102693,Bb7
0.019655,0.008070,0.033244,0.013415,0.106968,0.023025,0.037669,0.978314,0.069180,0.122213,0.058763,0.024842,AMin7
0.096588,0.014766,0.059829,0.008330,0.011397,0.200557,0.077426,0.902072,0.119063,0.190766,0.955613,0.107138,AMaj7
0.033836,0.015728,0.113082,0.027798,0.014705,0.091535,0.059678,0.906905,0.092123,0.098291,0.765492,0.098860,EbMaj7
0.073607,0.015495,0.075826,0.028588,0.262104,0.070332,0.051786,1.000000,0.107788,0.215860,0.039874,0.038359,DMin7
0.081924,0.042127,0.470911,0.064043,0.051589,0.215175,0.050429,0.416804,0.092606,0.682227,0.147122,0.018596,GMin7
0.012416,0.011189,0.016019,0.012292,0.089589,0.045971,0.042859,0.921128,0.092347,0.175831,0.131336,0.025761,A7
0.009067,0.075755,0.017184,0.107312,0.021364,0.040738,1.000000,0.091480,0.089667,0.029741,0.087441,0.038509,AbMin7
0.025007,0.056236,0.010690,0.012657,0.141398,0.098017,1.000000,0.185405,0.230225,0.606573,0.125008,0.153792,AbMaj7
0.022344,0.175417,0.130121,0.041483,0.066375,0.057897,0.945870,0.103318,0.088590,0.495653,0.072373,0.025045,DMaj7
0.031900,0.051132,0.028423,0.303516,0.088700,0.052775,0.984566,0.114040,0.284597,0.052794,0.038805,0.187272,DbMin7
0.045779,0.699166,0.069368,0.044326,0.118287,0.023158,0.191545,0.079020,0.701537,0.165794,0.026942,0.064041,GbMin7
0.014137,0.016976,0.013857,0.093068,0.055648,0.046997,0.924078,0.114602,0.397226,0.113108,0.023658,0.024294,Ab7
0.035790,0.029083,0.011975,0.006103,0.035236,0.015291,0.141533,0.019651,0.038487,0.987255,0.070491,0.246068,BMin7
0.814380,0.102023,0.075469,0.010861,0.073297,0.006094,0.011983,0.241901,0.081744,0.931029,0.094763,0.193358,BMaj7
0.863037,0.080960,0.039856,0.030587,0.443676,0.316336,0.033064,0.091770,0.050773,0.708024,0.051079,0.099558,FMaj7
0.032771,0.028086,0.075616,0.022554,0.113114,0.036872,0.309051,0.085436,0.050499,0.913193,0.083659,0.329914,EMin7
0.097595,0.015459,0.105740,0.046789,0.475968,0.041855,0.038088,0.133371,0.050758,0.508768,0.077249,0.663945,AMin7
0.064543,0.013044,0.007094,0.012793,0.015844,0.015534,0.127277,0.059428,0.051077,0.973320,0.083416,0.382051,B7
0.345228,0.055754,0.015490,0.017022,0.008465,0.030384,0.014954,0.141282,0.017190,0.066028,0.972455,0.070314,CMin7
0.173862,0.737215,0.070135,0.112694,0.013032,0.068013,0.004719,0.014210,0.171042,0.091042,1.000000,0.065289,CMaj7
0.139151,0.808598,0.061233,0.042462,0.033120,0.689801,0.260765,0.033547,0.104913,0.064528,0.783323,0.056492,GbMaj7
0.068403,0.017209,0.029252,0.108030,0.035842,0.150270,0.050800,0.402733,0.076513,0.086493,0.987506,0.055159,FMin7
0.659700,0.082889,0.018452,0.098793,0.050444,0.432500,0.029869,0.047116,0.180789,0.066055,0.570602,0.081186,BbMin7
0.474808,0.033537,0.007303,0.011001,0.023200,0.023259,0.022759,0.145309,0.071740,0.065599,0.960811,0.079283,C7
0.014449,0.026056,0.019993,0.110778,0.096318,0.067257,1.000000,0.071208,0.108610,0.016703,0.067327,0.036536,Gb7
0.207243,0.093905,0.645942,0.104396,0.392726,0.058497,0.241380,0.271551,0.215235,0.538862,0.070680,0.098930,AMin7
0.007520,0.025650,0.134887,0.027324,0.086188,0.038563,0.218795,1.000000,0.085101,0.159681,0.033075,0.075364,GMaj7
0.022428,0.029903,0.052962,0.048396,0.133839,0.073506,1.000000,0.088803,0.076626,0.020170,0.079746,0.021882,Gb7
0.169675,0.051744,0.356217,0.153143,0.461548,0.719562,0.127697,0.494720,0.132579,0.613257,0.026101,0.073263,FMaj7
0.048617,0.131480,0.530086,0.087782,0.097310,0.051433,0.048223,0.362290,0.711436,0.088551,0.235468,0.067744,E7
0.188459,0.081092,0.657873,0.079255,0.220866,0.043664,0.162229,0.803350,0.311067,0.757497,0.086866,0.225328,AMin7
0.038042,0.022505,0.142779,0.078733,0.063533,1.000000,0.062800,0.073712,0.016547,0.032228,0.064404,0.016810,F7
0.095053,0.579180,0.082777,0.177121,0.049567,0.235311,0.285029,0.207970,0.474952,0.059838,0.117617,0.181508,AbMin7
0.027395,0.108487,0.022667,0.056445,0.027963,0.195882,1.000000,0.094774,0.153615,0.027730,0.074975,0.007400,GbMaj7
0.062458,0.298575,0.096414,0.176794,0.128485,0.852647,0.221042,0.096913,0.050802,0.190515,0.077090,0.129105,F7
0.048560,0.344325,0.113548,0.421778,0.173413,0.094330,0.607972,0.080547,0.609841,0.029671,0.071170,0.127438,EMaj7
0.120962,0.461038,0.059088,0.049625,0.051426,0.058097,0.363860,0.935200,0.093173,0.264512,0.072163,0.053836,Eb7
0.054504,0.412943,0.060405,0.134783,0.028328,0.135732,0.848096,0.253043,0.443442,0.079004,0.179406,0.145253,AbMin7
0.035942,0.129211,0.097322,0.085882,1.000000,0.087356,0.076806,0.022889,0.048893,0.036622,0.027890,0.040429,E7
0.485495,0.084764,0.314886,0.048225,0.244285,0.382135,0.251621,0.609151,0.102296,0.115613,0.192957,0.080865,GMin7
0.088863,0.026050,0.047199,0.030564,0.187268,1.000000,0.086571,0.142639,0.030784,0.069834,0.008713,0.026046,FMaj7
0.052956,0.046996,0.092299,0.098649,1.000000,0.097890,0.065263,0.026478,0.073095,0.026323,0.034168,0.035492,E7
0.234867,0.135686,0.438397,0.670227,0.107500,0.364415,0.061305,0.279711,0.022337,0.061504,0.094584,0.043806,EbMaj7
0.619942,0.070449,0.076871,0.045987,0.059560,0.312654,0.581829,0.112722,0.249313,0.071532,0.078454,0.114239,D7
0.337957,0.067522,0.114779,0.027897,0.129326,0.822948,0.209753,0.396645,0.079671,0.171730,0.097518,0.047761,GMin7
0.056100,0.017997,0.031965,0.012296,0.115518,0.075817,0.039180,1.000000,0.063672,0.071363,0.011680,0.068336,G7
0.102652,0.231706,0.090712,0.650601,0.074108,0.250081,0.034175,0.172646,0.303144,0.186066,0.468210,0.060209,BbMin7
0.085344,0.008337,0.025452,0.165868,0.021322,0.073356,0.031774,0.185462,1.000000,0.084142,0.144430,0.034924,AbMaj7
0.062313,0.066834,0.043016,0.100148,0.064492,0.153813,0.102115,0.870161,0.148119,0.077235,0.035877,0.144724,G7
0.071071,0.265438,0.034232,0.202326,0.106880,0.390137,0.283099,0.064616,0.358886,0.051562,0.713851,0.021476,GbMaj7
0.061967,0.053110,0.145292,0.481254,0.077518,0.097981,0.061392,0.068696,0.401725,0.818571,0.091774,0.364775,F7
0.176297,0.184250,0.084783,0.632284,0.088984,0.228076,0.029835,0.115181,0.676155,0.300946,0.606115,0.075473,BbMin7
0.067034,0.056162,0.023208,0.022518,0.014552,0.107098,0.087936,0.044853,1.000000,0.062030,0.075478,0.015405,Ab7
0.052112,0.088136,0.178405,0.070387,0.523103,0.064861,0.272406,0.028247,0.164388,0.206408,0.148875,0.333325,BMin7
0.024309,0.135351,0.008260,0.007878,0.065555,0.021061,0.060962,0.029626,0.204386,1.000000,0.076734,0.138185,AMaj7
0.096960,0.028679,0.031231,0.019955,0.027385,0.026983,0.137270,0.058533,1.000000,0.082132,0.055137,0.024586,Ab7
0.013735,0.051761,0.117818,0.025727,0.159737,0.109025,0.444299,0.561349,0.112715,0.193783,0.052733,0.421173,GMaj7
0.350131,0.065386,0.056805,0.200282,0.519561,0.067889,0.096798,0.053535,0.069644,0.394181,0.961850,0.082054,Gb7
0.070871,0.304119,0.188905,0.078989,0.512194,0.047498,0.174391,0.023743,0.141527,0.767739,0.306508,0.558499,BMin7
